lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,EKO_average,WT_average,EKO-R1-Media_r1,EKO-R1-Media_r3,EKO-R2-Media_r1,EKO-R2-Media_r2,EKO-R2-Media_r3,EKO-R3-Media_r1,EKO-R3-Media_r2,EKO-R3-Media_r3,WT-R1-Media_r1,WT-R1-Media_r3,WT-R2-Media_r1,WT-R2-Media_r2,WT-R2-Media_r3,WT-R3-Media_r1,WT-R3-Media_r2,WT-R3-Media_r3,blank
SM (d18:2/14:0),0.046654722,6.830385295,0.473523628,0.491370586,0.735337799,673.5 -> 184.1,PC,1244.852588,1153.54258,1158.720081,1349.760094,1340.340092,1081.820068,1212.720085,1147.260075,1310.400108,1357.800098,1136.340073,1115.780087,1214.300091,1160.600071,1111.360077,1114.640072,1227.980087,1147.340084,1051.04007
PC (42:9),-0.045843589,6.700515272,0.452661177,0.501073905,0.744651498,856.6 -> 184.1,PC,1088.707579,1076.105079,1078.680073,1127.120083,1132.760075,1094.080082,1161.180088,1013.380074,1027.380077,1075.080082,1058.360077,1022.500076,1136.44009,1071.780075,1036.220066,1114.860085,1130.700081,1037.98008,1175.180088
PCp(42:4),-0.044694623,6.777204834,0.43272908,0.51065286,0.753653186,850.7 -> 184.1,PC,1152.962583,1138.635078,1241.640095,1254.480091,1066.140068,1193.000084,1064.020081,1140.760086,1062.82008,1200.84008,1202.700073,1130.620087,1259.44009,1155.620079,1066.840073,1109.340076,1080.060074,1104.460075,1170.10009
C18:1,-0.04209554,13.14403663,0.425115458,0.514395504,0.753976972,281.3 -> 281.3,FFA,99523.79934,98189.27923,105827.2873,103213.1471,102367.0667,100479.8467,91842.30611,100106.6474,96975.82698,95378.26648,90260.64604,85988.56605,112072.0081,115347.308,112873.5876,95097.86673,90715.80588,83158.44548,27126.74193
PC (44:0),-0.043342308,6.711016301,0.405026338,0.524504797,0.763564806,902.8 -> 184.1,PC,1100.65008,1085.71758,1084.980076,1119.640079,1120.220081,1055.420078,1153.040077,1061.580078,1065.740078,1144.580093,1073.640079,1067.800076,1106.420078,1093.740082,1118.920078,1077.220081,1070.620079,1077.380085,1137.260078
Lyso_PC(17:2),0.04056208,6.830423299,0.357705305,0.549783421,0.785296526,506.3168 -> 184.1,PC,1234.242587,1148.172583,1217.280079,1128.000072,1142.360081,1360.860107,1209.680092,1197.580078,1411.900112,1206.280075,1122.120087,1065.280075,1220.260094,1230.560085,1161.50008,1135.020081,1036.340069,1214.300091,1191.960087
PC (44:5),-0.041260096,6.737947429,0.367589501,0.544321137,0.785296526,892.7 -> 184.1,PC,1117.70258,1100.715077,1095.780071,1114.260082,1081.580078,1129.880089,1116.200077,1091.220078,1108.12009,1204.580074,1144.82008,1073.260075,1074.060078,1128.00008,1122.860073,1080.700077,1102.040081,1079.980072,1237.780083
PC (44:6),-0.040612383,6.741168167,0.356526849,0.550441491,0.785296526,890.7 -> 184.1,PC,1130.21258,1112.345078,1142.08007,1111.780079,1087.360085,1211.260082,1095.700081,1208.860081,1077.420086,1107.240074,1146.520077,1101.920078,1098.220078,1152.380081,1098.160076,1126.480087,1066.120075,1108.960075,1079.800072
PC (36:7),0.0399989,6.884294428,0.348573274,0.554921878,0.786445576,776.5 -> 184.1,PC,1261.737595,1174.545088,1521.540115,1181.560081,1427.420105,1305.200108,1189.960091,1162.620083,1173.960087,1131.640087,1135.280087,1118.100086,1302.300106,1167.220081,1134.700089,1131.120083,1084.640079,1323.000092,1541.460098
Lyso_PC(19:0),-0.039149743,6.842364206,0.333443561,0.563638396,0.790595549,538.3794 -> 184.1,PC,1208.035086,1187.742584,1101.680088,1128.440075,1474.480114,1085.600079,1243.500084,1225.640076,1186.140083,1218.800091,1084.840076,1068.280087,1189.380077,1263.720089,1347.300106,1102.160076,1244.360081,1201.900078,1244.840092
Lyso_PC(20:4),0.036920505,6.870294066,0.297179012,0.585656356,0.790595549,544.3325 -> 184.1,PC,1269.870094,1183.520084,1268.560097,1202.44009,1136.960083,1352.220097,1117.300083,1492.420109,1146.380077,1442.680115,1205.380085,1238.12009,1218.260086,1280.060093,1083.98008,1097.100079,1045.360069,1299.900089,1189.520084
Lyso_PC(21:0),-0.037060783,6.786816105,0.297494025,0.585457724,0.790595549,566.4107 -> 184.1,PC,1154.740082,1133.727579,1055.620068,1150.12009,1289.960083,1169.240082,1051.48008,1158.740082,1185.860081,1176.900089,1216.840073,1097.640072,1203.080078,1072.000084,1163.560078,1071.300087,1138.780083,1106.620075,1338.8601
Lyso_PC(22:4),-0.037810093,6.88381277,0.311951472,0.576485146,0.790595549,572.3638 -> 184.1,PC,1248.277584,1226.327585,1155.900082,1171.780071,1336.320084,1411.180103,1164.900082,1285.820087,1202.440071,1257.880089,1415.900097,1188.24007,1213.380089,1212.440075,1228.28009,1186.280087,1272.700089,1093.400082,1206.420086
Lyso_PC(22:6),-0.036366363,6.9008903,0.288630502,0.591099476,0.790595549,568.3325 -> 184.1,PC,1251.127587,1227.887583,1324.380093,1089.200073,1230.440079,1096.380089,1349.580093,1256.860092,1427.040092,1235.140083,1045.100079,1131.380074,1416.080109,1249.680088,1283.360081,1238.180084,1290.420074,1168.900078,1440.740093
Lyso_PC(24:1),-0.038057033,6.838559369,0.314824951,0.574734385,0.790595549,606.442 -> 184.1,PC,1197.457582,1177.092584,1194.880085,1262.840092,1131.520084,1165.620075,1302.960079,1129.540081,1152.580082,1239.720081,1223.280079,1214.020088,1233.860088,1059.460072,1230.820095,1150.180084,1151.520084,1153.600079,1362.380108
PC (42:4),0.036660653,6.908913506,0.293580234,0.587935314,0.790595549,866.7 -> 184.1,PC,1296.500095,1209.440091,1180.700081,1216.620087,1136.400097,1293.640083,1353.560104,1407.920105,1329.440083,1453.720123,1227.640091,1249.880093,1185.460094,1474.780117,1135.740082,1171.060078,1128.920086,1102.040089,1346.820099
PCo(34:0),0.036917443,7.383042902,0.30453846,0.581051104,0.790595549,748.6 -> 184.1,PC,1722.852624,1607.467616,1589.440105,1652.040131,1771.020134,1553.320107,1801.580139,1527.000099,2011.200134,1877.220146,1505.440128,1474.560093,1742.220127,1822.700119,1570.420116,1495.200119,1771.380119,1477.820103,3159.220215
SM (d18:0/14:0),-0.038359936,6.97050512,0.322244243,0.570262048,0.790595549,677.6 -> 184.1,PC,1299.417596,1275.967591,1145.360088,1209.980076,1368.380112,1220.84008,1327.300102,1541.540127,1300.760086,1281.180096,1327.520096,1262.460083,1257.220089,1224.460083,1342.540096,1228.860088,1274.180096,1290.500095,1732.14011
Lyso_PC(18:4),0.035645754,6.811853337,0.275890326,0.599407582,0.79672809,516.3012 -> 184.1,PC,1215.242585,1134.547579,1407.740097,1170.980091,1233.800083,1133.580078,1036.140072,1194.300076,1342.160095,1203.240089,1180.94009,1040.900066,1137.860077,1035.420074,1183.600086,1267.60009,1166.220074,1063.840076,1195.540089
Lyso_PC(14:1),0.034348992,7.281004383,0.263427713,0.607774989,0.797058776,466.2855 -> 184.1,PC,1702.527621,1590.002612,1687.940128,1480.040112,1629.220116,1821.840122,1732.560123,1838.540127,1802.02013,1628.060112,1593.820122,1514.400105,1904.80014,1601.040108,1506.460091,1309.58009,1627.320122,1662.600117,1330.600109
Lyso_PC(3:1),-0.03440757,6.91735229,0.258967928,0.61083009,0.797058776,312.1134 -> 184.1,PC,1283.980093,1258.685089,1346.800087,1379.040104,1266.08009,1267.760094,1199.300087,1257.840088,1377.980114,1177.040081,1087.520077,1280.820087,1312.480099,1402.680096,1236.140095,1145.020077,1427.700092,1177.120087,1149.780075
Lyso_PC(6:0),-0.034463298,7.04227431,0.26150989,0.609084733,0.797058776,356.176 -> 184.1,PC,1384.300099,1358.172592,1442.300106,1497.500107,1552.480122,1332.660103,1320.160095,1153.440075,1404.080082,1371.780106,1190.840084,1334.480095,1409.580101,1307.800083,1669.280106,1408.360104,1159.120071,1385.92009,1510.220097
PC (44:1),-0.034196551,6.726120675,0.252206501,0.615525679,0.798318154,900.7 -> 184.1,PC,1107.557578,1085.255078,1143.160076,1080.320072,1132.020092,1095.740074,1075.500072,1065.160072,1108.300076,1160.260086,1084.720074,1090.760078,1079.080082,1082.620071,1067.740074,1096.220078,1068.600082,1112.300087,1290.940086
PC (40:8),-0.033704854,6.75745119,0.245444968,0.620300837,0.799664934,830.6 -> 184.1,PC,1127.662582,1104.265077,1198.420097,1085.780075,1211.600098,1151.960091,1114.140076,1143.300072,1024.360069,1091.740082,1069.500084,1056.140076,1058.440083,1076.260075,1143.080074,1122.640072,1042.640068,1265.420082,1393.280094
Lyso_PC(20:0),-0.032772934,6.956471921,0.235221174,0.627679143,0.804331357,552.3951 -> 184.1,PC,1301.485096,1274.835088,1187.120094,1373.040096,1514.960106,1222.180099,1438.000099,1219.08009,1285.840099,1171.66008,1322.340088,1280.600098,1336.120098,1239.720085,1171.300072,1319.840092,1381.000095,1147.760075,1487.420116
Lyso_PC(22:2),-0.031710325,6.851738384,0.218894277,0.639883718,0.811492125,576.3951 -> 184.1,PC,1218.750087,1192.730083,1137.900089,1396.540104,1065.480076,1200.440083,1311.520092,1281.660088,1236.700081,1119.760086,1279.120079,1226.8601,1085.180077,1124.040077,1235.220081,1360.120098,1157.280083,1074.020073,1251.640083
PC (42:6),-0.031742189,6.74403316,0.217630581,0.640851258,0.811492125,862.6 -> 184.1,PC,1125.085083,1100.545074,1075.900074,1107.780079,1115.880089,1100.380077,1159.860092,1150.240078,1189.60009,1101.040081,1019.380077,1045.120071,1175.260075,1049.660065,1213.120071,1110.140079,1025.280075,1166.400078,1265.780083
C20:5,0.029631612,11.54472729,0.210090663,0.646696352,0.814076585,301.3 -> 301.3,FFA,32976.28485,30932.05222,30579.80232,34161.18239,31260.74232,32262.78235,33800.82249,32856.32219,33606.80238,35281.82238,29557.78218,32009.88212,33044.82246,32489.28226,33087.26235,29737.06232,28772.342,28757.98206,20526.20143
Lyso_PC(21:4),0.030351939,6.909494238,0.201191404,0.653760893,0.818156906,558.3481 -> 184.1,PC,1291.087589,1208.677586,1324.160091,1272.740089,1231.880089,1211.560081,1281.920094,1437.760101,1277.580086,1291.100079,1225.520088,1192.720085,1098.900074,1105.600079,1080.32008,1349.260098,1316.540085,1300.560097,1397.200115
PC (42:7),-0.029793543,6.701195157,0.191203541,0.661916803,0.819848187,860.6 -> 184.1,PC,1095.820075,1070.577578,1069.380077,1032.600071,1143.680077,1087.780071,1128.960087,1094.420071,1064.38007,1145.360077,1037.22007,1131.260078,1080.700085,1068.760086,1046.16008,1106.480076,1044.780071,1049.260078,1176.780102
PCo(44:4),-0.029658214,6.750767053,0.190170837,0.662774469,0.819848187,880.7 -> 184.1,PC,1136.565078,1109.982577,1083.720074,1145.620079,1165.020084,1117.000072,1120.380081,1214.48008,1107.140076,1139.16008,1087.220081,1118.200085,1104.200069,1093.900066,1127.900078,1069.840076,1181.380077,1097.220081,1181.340099
C18:0,0.025974894,18.47316401,0.162063825,0.687263468,0.830928712,283.3 -> 283.3,FFA,4148187.66,3903032.026,4360715.854,4114119.819,4353586.897,4313415.929,4062844.339,4167694.472,3992494.559,3820629.412,4018594.569,3931451.631,4232421.957,4318189.483,4183034.41,3793666.225,3530186.676,3216711.255,238026.4588
PC (32:3),0.027354972,7.28901087,0.166970217,0.682818629,0.830928712,728.5 -> 184.1,PC,1682.082618,1581.002609,1457.600109,1663.060127,1624.360119,1889.300129,1686.780113,1684.40012,1744.420116,1706.740112,1525.000107,1607.060104,2119.160152,1530.480099,1606.940109,1460.100109,1446.420094,1352.860096,1750.700115
PCo(32:3),-0.02662069,10.11514187,0.168496787,0.68145123,0.830928712,714.5 -> 184.1,PC,12310.07586,11982.79836,9610.740765,9223.440639,11530.34071,11845.72073,11645.26083,16050.36125,14341.10096,14233.64099,11311.10077,12453.40092,12444.92096,13292.92097,13369.66092,10426.76079,12016.00081,10547.62077,2886.220222
PCo(36:5),0.027496807,6.937095994,0.165488862,0.68415252,0.830928712,766.6 -> 184.1,PC,1322.082595,1240.257588,1138.600075,1258.020073,1319.760094,1176.680077,1401.340099,1513.08012,1238.740086,1530.44014,1303.820095,1062.900074,1249.660084,1183.860092,1294.820091,1165.620079,1332.380093,1329.000095,1307.500095
SM (d18:2/18:1),0.026428061,6.782838987,0.151272834,0.697321948,0.838353353,727.6 -> 184.1,PC,1180.592581,1108.642576,1174.540077,1161.360085,1100.740078,1160.000084,1161.800079,1303.080082,1117.700081,1265.520084,1153.020069,1056.020073,1065.840076,1138.440079,1131.160088,1029.820076,1128.960079,1165.88007,1281.700092
Lyso_PC(22:0),-0.024245864,7.258699629,0.130924253,0.71747566,0.841906415,580.4264 -> 184.1,PC,1610.150111,1565.782614,1679.340111,1273.94009,1786.220127,1432.0401,1853.280121,1525.300102,1768.100117,1562.980118,1425.78009,1652.760128,1655.08012,1472.120098,1543.800117,1530.180107,1408.14011,1838.400139,1851.720127
PC (36:4),-0.024142046,7.888972785,0.132998825,0.715342794,0.841906415,782.6 -> 184.1,PC,2402.855169,2334.895168,1937.04015,2191.740139,2367.380173,2072.960136,2420.840172,2831.320225,2768.34016,2633.2202,2085.640137,2642.900192,2234.700184,2391.380169,2269.720173,2308.820175,2254.100151,2491.900162,4421.9603
PC (40:7),0.024676468,6.862284502,0.132536937,0.715816023,0.841906415,832.6 -> 184.1,PC,1241.460093,1168.102586,1305.000107,1260.340103,1303.58009,1221.300098,1231.50008,1131.860081,1288.060104,1190.040077,1150.860088,1314.360107,1195.060093,1124.800091,1169.160076,1074.480072,1160.460072,1155.640091,1431.160095
PC (42:5),0.024567013,6.952176263,0.132262356,0.716097788,0.841906415,864.6 -> 184.1,PC,1338.297596,1259.252593,1143.080086,1461.080112,1347.020096,1360.940102,1219.680096,1358.940094,1358.540085,1457.100098,1272.76009,1332.200092,1262.540092,1223.500092,1166.180077,1399.960114,1222.840092,1194.040092,1250.280087
PCo(36:2),0.023902733,7.53871202,0.128542527,0.719948009,0.841906415,772.6 -> 184.1,PC,1901.09013,1788.50012,1881.500111,1514.300121,1982.700134,2043.640121,2035.700142,1834.36013,1600.940117,2315.580162,1710.540108,1904.540123,1719.160145,1598.840099,1874.980133,1751.140118,1752.740108,1996.060127,3678.72028
PC (34:6),-0.024014592,6.758198778,0.124647685,0.724047365,0.842098566,750.5 -> 184.1,PC,1135.462584,1104.870079,1075.340076,1015.100082,1228.920094,1106.960087,1219.560085,1177.600082,1070.34008,1189.880081,1096.480083,1041.920074,1052.72007,1207.220097,1179.300076,1100.34008,1119.420082,1041.560066,1342.58009
Lyso_PC(19:3),-0.020936773,7.677141753,0.099625678,0.752279298,0.870204161,532.3325 -> 184.1,PC,2225.137656,2159.047656,1968.240128,2035.500153,2003.920139,2246.580139,2489.12019,2554.780178,2189.820175,2313.140144,2686.460209,2500.100189,2022.420158,2370.20015,1852.540127,1855.840141,2030.580143,1954.240131,1310.060097
Lyso_PC(15:1),-0.020442791,6.805463632,0.090722704,0.76326039,0.878159803,480.3012 -> 184.1,PC,1188.952586,1153.602581,1315.7201,1113.060078,1074.160072,1176.16008,1256.040096,1204.400093,1133.140083,1238.940086,1273.900093,1225.580086,1068.040081,1138.840065,1097.50008,1142.580082,1078.38007,1204.000092,1147.420078
Lyso_PC(17:0),-0.019083017,6.952303871,0.079620739,0.777812033,0.879206017,510.3481 -> 184.1,PC,1283.947587,1245.282588,1166.760071,1418.580097,1446.260101,1228.760071,1168.280079,1211.040077,1319.740093,1312.160103,1237.400101,1330.440083,1152.34008,1232.520088,1187.400093,1389.800079,1208.820087,1223.540089,1821.160141
Lyso_PC(17:1),-0.019661242,6.876218607,0.08429919,0.771553672,0.879206017,508.3325 -> 184.1,PC,1248.287588,1209.677588,1127.380085,1084.880074,1192.000076,1278.860088,1259.220085,1380.740101,1479.160099,1184.060093,1103.700085,1173.980091,1141.760078,1190.600075,1274.180088,1255.160091,1254.460094,1283.580101,1236.940098
PC (32:4),-0.018948191,6.743188054,0.077580461,0.780603473,0.879206017,726.5 -> 184.1,PC,1134.542579,1099.847577,1153.580078,1088.280075,1216.200073,1137.340076,1065.140079,1083.160076,1245.840092,1086.800079,1079.300072,1093.900074,1139.440083,1066.800076,1061.84008,1088.300072,1162.980076,1106.220085,1178.960075
PC (40:10),0.019311147,6.821935522,0.081014667,0.775927046,0.879206017,826.5 -> 184.1,PC,1214.41759,1147.062585,1329.940098,1274.960098,1091.540077,1099.160076,1239.000092,1140.980083,1222.340092,1317.420101,1146.08009,1112.140079,1173.460091,1176.98008,1146.800106,1122.800076,1180.320087,1117.920074,1235.700096
PCo(42:4),-0.018414893,6.734465349,0.073232591,0.786686998,0.88141894,852.7 -> 184.1,PC,1127.967579,1093.615077,1020.300076,1210.040092,1058.600071,1137.860077,1137.580078,1074.960075,1229.200085,1155.200081,1026.84008,1022.720066,1081.040077,1163.180088,1088.48008,1199.320076,1091.080074,1076.260071,1166.520084
C17:0,-0.015691924,13.93099154,0.059105957,0.807914632,0.900488184,269.3 -> 269.3,FFA,173778.6024,168224.6945,169672.5116,163777.2326,178457.5724,170524.1925,164165.8714,186554.4332,183814.4735,173262.5318,165572.5116,161028.4521,183650.4929,191763.9538,188036.1736,166406.2314,151410.6703,137929.0705,40828.86284
C22:0,0.014281361,13.59392389,0.048947627,0.824904703,0.909687062,339.3 -> 339.3,FFA,137801.4674,130743.8142,144824.8103,139063.6503,143651.15,138303.3498,138198.8709,143364.0901,130906.3096,124099.5083,135372.8298,127886.009,152796.3708,147376.3702,145087.5701,120192.5085,112101.568,105137.2876,51079.54359
PC (40:2),-0.014666927,6.85797529,0.046693303,0.828920454,0.909687062,842.7 -> 184.1,PC,1189.490087,1149.807581,1119.42009,1173.900097,1268.240086,1145.300083,1094.960075,1219.240086,1285.800091,1209.060089,1102.340076,1102.360081,1213.400089,1115.920082,1310.520088,1087.300072,1115.48008,1151.140083,1965.160149
PC (44:10),-0.015298012,6.870601704,0.051034742,0.821272429,0.909687062,882.6 -> 184.1,PC,1249.465093,1208.147585,1241.980087,1282.160091,1146.140083,1172.280083,1183.840084,1201.760094,1291.840111,1475.720108,1287.320091,1203.100075,1159.640079,1154.580093,1249.040092,1206.420086,1127.040085,1278.040077,1145.740082
Lyso_PC(18:1),0.012045174,8.556104695,0.03378585,0.854163079,0.914122862,522.3481 -> 184.1,PC,4061.19029,3853.952761,3869.300282,2999.820206,3893.060246,4514.060345,4660.920357,3913.300266,4701.600342,3937.460281,4125.200241,3995.10025,4219.380272,3487.200283,4499.160297,3535.580231,3325.400253,3644.600258,3729.040237
Lyso_PC(5:0),-0.013804578,6.981652417,0.041821724,0.837959976,0.914122862,342.1603 -> 184.1,PC,1342.305095,1296.712595,1426.480095,1291.140099,1162.580074,1394.460091,1418.200108,1426.800102,1353.340092,1265.440098,1269.2001,1274.840096,1375.120098,1231.5201,1400.8801,1269.160091,1178.040081,1374.940094,1374.200092
PC (38:6),0.012206672,7.573072168,0.033712157,0.854320432,0.914122862,806.6 -> 184.1,PC,2075.492651,1970.450136,2177.480152,2161.360172,2109.840145,2248.940166,1853.560131,1991.98016,1992.120125,2068.66016,1925.600124,1858.660126,2141.460148,2193.16016,1837.100136,1943.720123,1945.220142,1918.680126,1498.700123
PCo(40:4),-0.012426875,6.91268262,0.033728234,0.854286089,0.914122862,824.6 -> 184.1,PC,1271.932586,1227.742587,1420.380096,1164.260075,1473.120102,1178.620083,1367.240089,1208.540085,1129.460072,1233.840088,1318.280102,1256.600071,1113.800079,1283.200092,1245.240086,1119.960087,1274.100086,1210.760094,1438.500088
SM (d18:1/26:1)17Z)),-0.012977023,6.847394509,0.036582982,0.848316584,0.914122862,841.7 -> 184.1,PC,1200.330086,1158.862579,1137.32008,1094.340065,1457.280102,1215.740086,1165.220085,1173.660091,1192.200092,1166.880085,1103.540081,1324.640091,1082.140068,1261.260101,1168.24007,1074.600079,1110.56007,1145.920074,1631.96011
PC (42:3),-0.01013361,6.821199095,0.022314646,0.8812531,0.938249569,868.7 -> 184.1,PC,1205.062589,1161.695082,1139.600094,1206.420094,1297.060097,1298.940086,1195.660084,1165.380089,1110.360077,1227.080093,1209.620087,1150.040081,1112.360081,1264.960102,1121.040085,1190.50008,1112.000065,1133.040077,1175.720089
PCo(36:3),0.009378184,7.085054534,0.019411674,0.889192716,0.942016045,770.6 -> 184.1,PC,1448.337602,1376.975099,1434.3601,1453.200092,1248.760078,1281.060093,1361.040089,1577.90012,1698.580124,1531.800121,1435.280098,1327.560093,1559.900127,1279.040085,1554.400108,1391.100101,1171.160084,1297.360092,1579.200108
C18:2,0.007961863,11.1020593,0.015147198,0.902048538,0.950928015,279.3 -> 279.3,FFA,24136.2392,22996.54165,26306.16185,26282.68191,23332.02166,22517.82157,24553.86171,25213.84171,22146.16158,22737.36159,22948.34162,22586.96156,26749.242,25386.86173,23982.04179,21780.88158,20356.52143,20181.48149,14117.10095
PC (38:8),0.007881661,7.006345864,0.013628659,0.907064628,0.95152858,802.5 -> 184.1,PC,1347.485096,1282.592591,1229.780087,1455.960091,1172.740089,1392.200108,1320.720089,1407.980103,1550.460114,1250.040085,1231.580078,1415.180099,1410.140095,1154.82008,1421.680099,1173.900097,1244.460094,1208.980083,1868.360146
PCo(38:6),0.006554134,6.982114229,0.009411252,0.922717176,0.957734255,792.6 -> 184.1,PC,1325.335092,1263.32759,1262.040104,1273.10009,1313.760086,1374.960091,1450.400097,1255.600086,1269.040085,1403.780098,1247.060085,1248.820095,1430.280094,1315.420097,1207.600082,1224.280094,1268.480083,1164.680088,1812.260139
PCp(36:5),-0.006728421,6.870875745,0.009849537,0.920943879,0.957734255,764.6 -> 184.1,PC,1222.405085,1175.052586,1213.960087,1280.780083,1253.760098,1190.120083,1169.020081,1294.720097,1184.000076,1192.880077,1152.740082,1086.240089,1139.260082,1210.800087,1249.120087,1165.600079,1150.980091,1245.680092,1663.080128
SM (d18:1/14:0),0.006226705,7.084578447,0.008531653,0.926406499,0.957734255,675.5 -> 184.1,PC,1395.0051,1328.800091,1299.220089,1149.860081,1555.920109,1359.000095,1359.920101,1320.100094,1752.060135,1363.960098,1388.580101,1574.640106,1268.38007,1461.000103,1203.800087,1373.600101,1192.100082,1168.300079,2427.76017
C16:0,-0.00386151,18.58675946,0.003581787,0.952276668,0.975464567,255.3 -> 255.3,FFA,4444745.472,4269161.69,4704654.397,4444880.308,4647656.615,4542500.027,4330468.038,4458976.824,4329151.411,4099676.154,4207575.35,4204176.276,4566008.051,4707774.661,4622215.933,4268711.641,3975600.218,3601231.39,212711.6742
Lyso_PC(18:2),-0.003746927,7.047564516,0.003091843,0.955657003,0.975464567,520.3325 -> 184.1,PC,1403.3276,1346.512598,1458.840099,1588.260113,1509.120106,1227.140095,1313.300098,1311.320095,1435.420101,1383.220097,1440.98011,1133.340084,1260.860088,1415.5401,1343.660099,1283.640087,1544.12011,1349.960102,1539.000099
PC (40:3),-0.0034037,6.934936802,0.002533311,0.95985782,0.975464567,840.6 -> 184.1,PC,1292.770093,1240.25509,1342.140095,1192.940086,1140.140076,1524.020115,1197.840096,1364.180092,1295.840092,1285.060097,1312.140087,1216.780075,1468.920116,1103.580082,1248.640095,1257.360088,1116.220078,1198.400097,1521.860111
PC (44:12),-0.003256772,6.758017476,0.002295144,0.96178983,0.975464567,878.6 -> 184.1,PC,1156.810087,1109.917577,1123.380085,1315.860096,1105.44009,1067.16008,1140.960079,1080.800083,1091.460083,1329.420101,1139.560085,1103.00008,1135.360085,1060.340073,1090.600075,1128.920078,1078.260067,1143.300076,1109.66008
PC (42:10),-0.002044609,6.723091821,9.02E-04,0.97604542,0.980627793,854.6 -> 184.1,PC,1120.46758,1073.557578,1167.460087,1079.800087,1052.100071,1121.280075,1126.220081,1200.120079,1154.820084,1061.940079,1069.280083,1090.960075,1040.940086,1091.240067,1084.980083,1101.660072,1072.520081,1036.880077,1247.700096
PCp(40:6),0.002406917,6.967841118,0.001267888,0.971595401,0.980627793,818.6 -> 184.1,PC,1308.410089,1249.192586,1186.000084,1312.040096,1363.440094,1266.740093,1323.000092,1436.940079,1244.900085,1334.220089,1126.020073,1460.160088,1159.60009,1239.060085,1202.640095,1251.240086,1199.480087,1355.340084,1836.980118
PC (36:5),0.001108691,6.914521541,2.68E-04,0.986930829,0.986930829,780.6 -> 184.1,PC,1270.137592,1215.575087,1249.640095,1521.140125,1320.060089,1258.520096,1179.900078,1225.680088,1196.100082,1210.060085,1292.320091,1160.560078,1312.560101,1239.220093,1080.300083,1287.740089,1246.420078,1105.48008,1590.380119
