lipid,logFC,logCPM,LR,PValue,FDR,Transition,type,C1-Cells_r1,C1-Cells_r2,C1-Cells_r3,C2-Cells_r1,C2-Cells_r2,C2-Cells_r3,C3-Cells_r1,C3-Cells_r2,C3-Cells_r3,R1-Cells_r1,R1-Cells_r2,R1-Cells_r3,R2-Cells_r1,R2-Cells_r2,R2-Cells_r3,R3-Cells_r1,R3-Cells_r2,R3-Cells_r3,blank
PC (52:0),0.06312442363165019,7.069412038158691,0.4670256043363308,0.4943587214662438,0.6612047899611011,1014.9 -> 184.1,PC,1037.5200729368,1112.2600746158,1025.2600746153,1059.1000785827,1026.2400665283,1021.0800857541,1123.880073548,1035.4000778197,1023.3200798034,1080.000076294,1163.2200851429,1012.4800758363,1056.800075531,1056.9000701904,1016.4200668335,1011.18006897,1047.6800765992,1025.0400772093,1088.6200675965
PC (30:1),-0.05798135170442719,14.043437192029915,0.41520009081000353,0.5193418750169368,0.6903053494013943,704.5 -> 184.1,PC,142151.010284388,134430.469222942,126561.009460489,148202.189147945,141113.429778928,141830.770751857,138319.629669301,134498.949096517,131408.9489746,167583.930877815,143219.729858262,133586.68939211,144789.690094036,137571.290130681,138140.08898932,163288.052337742,164187.551361058,159412.029632489,18346.8410759066
C20:5,0.05710329613673796,11.641272574549616,0.4019837246240723,0.5260665531525128,0.6906640636480843,301.3 -> 301.3,FFA,26125.1019516023,26148.2619094829,27630.881988524,23694.141723632,26473.1618881191,27371.0419235245,23617.3015823366,23920.8017807028,24392.8217887867,27394.2819938655,27651.8020858746,28782.9021148672,22342.8016738925,22696.2015228297,26153.7618789659,24476.7417907739,25198.281768802,25676.1017379749,20526.2014312782
Lyso_PC(10:0),-0.05829800131684789,7.525150870704868,0.40403238643447636,0.5250140780023442,0.6906640636480843,412.2386 -> 184.1,PC,1463.7601013183,1504.5601043711,1259.240093231,1582.6401214595,1417.9400978089,1382.180099487,1342.8801002495,1278.9200973509,1274.640087128,1802.5001335144,1743.7001228334,1462.4400939948,1432.1400909421,1451.3800888068,1313.24010086,1355.9800987233,1387.4800872804,1676.8201179493,1438.1001014708
PCo(34:2),0.05386432052752703,11.354879758247245,0.35756176550603413,0.5498634966391556,0.7175048065901176,744.6 -> 184.1,PC,23941.0017166223,22206.9614486496,19862.5014991452,23802.5017166175,22595.7217712358,23529.8418235633,21794.3416671698,21571.2413902336,20471.9611740364,23832.9013900721,22193.381851189,20856.5613479592,22142.9614448654,20365.9214668259,19776.0013504142,24466.6618423487,23560.2219352871,24414.0815505907,2849.9401931778
C12:1,0.05067211645017942,11.058720142617993,0.3161884504241357,0.5739073010312415,0.7405795884082004,197.2 -> 197.2,FFA,16861.1012077355,16622.5611572231,16516.561172487,17759.5412597654,16785.3212280303,17315.1413116425,16970.5411834719,15776.3211288432,17801.1212882939,17382.4612197907,17554.9012641903,17190.1811599754,17221.4612579372,15629.4410667415,17172.5812454247,17625.4612655638,15932.3211326615,18149.2812652569,14202.7810058631
Lyso_PC(12:0),0.05091009973272015,7.704602323146219,0.30959481234714836,0.5779289311409788,0.7405795884082004,440.2699 -> 184.1,PC,1593.8001060491,1549.2801246635,1374.1200942992,1515.4201126098,1920.9601249697,1843.7401428219,1651.2401123049,2040.1601409901,1368.7400970456,1905.72013092,1841.9001541131,1589.9400939937,1675.9001083385,1576.0200996395,1660.5401000991,1597.6201057435,1294.6600952147,1840.160152435,1451.9201011664
Lyso_PC(3:0),0.05144498620377819,7.452691807027368,0.31404793641655804,0.5752067676668269,0.7405795884082004,314.129 -> 184.1,PC,1448.3801078799,1346.4000892641,1301.7800865174,1510.5001106264,1452.6801223754,1190.7000770569,1481.4601058954,1344.7201042178,1305.3600997922,1514.8801116947,1392.7801094063,1419.2200965885,1380.6201095579,1487.6400985716,1276.9600868228,1407.0601043699,1209.8200950622,1396.0200958254,1325.3201065063
PC (34:6),-0.0484310772739651,7.899751264205355,0.28147630901509046,0.5957352202201872,0.7499327004105037,750.5 -> 184.1,PC,1865.8801345825,1863.3801536547,1394.9201087947,1839.8401527412,1529.6600952153,2083.5401344314,2058.4201431263,2011.8201255804,2028.7001533498,1901.2001228324,1789.1801223751,1875.380130768,1714.6001358032,2087.8401489268,2216.5801544185,1956.5401344299,2170.640171051,2310.1601943973,1342.5800895687
PC (40:10),-0.048251421261567444,8.296766617209176,0.2814675679290186,0.5957409302326432,0.7499327004105037,826.5 -> 184.1,PC,2662.6801757811,2516.0801811199,2414.1001548751,2767.100208283,2210.9401512144,2369.1601638796,2839.8802070622,2288.2001724244,2320.680164337,3238.7202606216,2623.7801933284,2388.6801795959,2689.5001945512,2809.1802101137,2181.680175781,3269.5602607727,2621.5002021791,2464.9601821903,1235.7000961304
PC (44:3),0.049191573603332095,7.2267121843930155,0.285275922254292,0.5932638576704218,0.7499327004105037,896.7 -> 184.1,PC,1244.360088348,1200.1600875854,1095.6400794983,1170.0200805665,1144.9600715639,1192.0600852972,1201.9000854493,1091.380077362,1275.1800994878,1326.320095063,1250.4800910949,1255.6800918582,1098.6400833129,1071.860080719,1194.4400787354,1139.7400741581,1194.6400794984,1198.080078125,1084.0200767516
C34:0,0.04351489706553338,11.27525074400051,0.23329150031099744,0.629093898424596,0.7872871009524184,507.5 -> 507.5,FFA,20000.4214134255,18220.2812538166,20182.7414741551,20269.7614479108,20804.3614540088,19701.82141876,18117.6212539679,20301.4014320408,20030.201438902,21683.8415374779,20531.4414215069,20873.6815834035,20311.7613983156,18505.2012786904,18435.7612953183,20191.8214187628,18789.2813491847,20983.6215934715,15378.2811698904
Lyso_PC(8:0),0.04292918098020287,7.505240608042848,0.2189970932917502,0.6398051476937444,0.7878774031424639,384.2073 -> 184.1,PC,1323.1800956726,1423.6001090997,1241.4000892638,1493.2600975037,1429.3401031494,1477.800109864,1388.8400955202,1492.400104522,1516.1601104746,1812.2601203932,1438.4000968934,1430.2600860594,1358.1800956723,1232.0800857545,1411.5800895696,1337.1401062012999,1422.0801086429,1565.8001289374,1392.8801002503
PC (42:6),0.04304824859723963,7.846774618846656,0.22217877343308068,0.637384793469587,0.7878774031424639,862.6 -> 184.1,PC,2219.0001716615,1764.3401260376,1498.0800895694,2034.580139161,2342.8201522818,1756.6201133736,1633.8401145928,1838.3001518237,1568.3401107789,2406.9001426694,1497.8201065057,1549.0601119988,2125.9401359561,1794.0801010147,1893.000148773,1779.2801055904,1969.0001296991,1885.960113525,1265.7800827023
PC (44:10),0.04293393062965362,7.319975590587779,0.21794448744284622,0.6406105988167697,0.7878774031424639,882.6 -> 184.1,PC,1275.8400917046,1238.4200859072,1182.8600807186,1235.9000778197,1093.7200736998,1207.6800956728,1362.0801010131,1336.8000907891,1368.2000885008,1196.8800735469,1106.3200759887,1298.2400970461,1186.060081482,1223.4400825499,1326.8601074223,1270.5000953674,1379.9201011654,1493.1001014712,1145.7400817868
SM (d18:1/16:0),0.04120084226281318,13.912777999523074,0.20964693693056802,0.6470442720188682,0.7912427097830731,703.6 -> 184.1,PC,128563.329956057,121604.210113538,119404.889373809,142537.991760301,136332.869552717,134425.487731937,125985.289550805,125132.908202912,120110.888275146,144101.35025021,122526.806854314,120241.747909734,129046.908523441,119981.529937694,114170.847961578,143202.128204373,144000.970336879,138734.090026819,37158.8032455607
Lyso_PC(18:4),0.04008651104628645,7.196553030323041,0.18915293046082482,0.6636225630936967,0.7984701804640892,516.3012 -> 184.1,PC,1164.8600921629,1219.5000991822,1157.94008255,1058.2800750733,1028.3400650024,1111.3000755309,1240.3000755308,1164.4000854492,1102.5400848386,1081.3400840756,1166.8200759889,1207.0000877375,1103.7000770568,1277.080089569,1198.3600883485,1069.5400695801,1162.1600837703,1133.0000801084,1195.5400886536
Lyso_PC(19:2),0.040529193843628124,7.1793665706653496,0.19328918106667015,0.6601930444641377,0.7984701804640892,534.3481 -> 184.1,PC,1159.5400695805,1078.5800743101,1081.7200775146,1126.6800727841,1308.7400894164,1228.9000968934,1065.8800735474,1060.3000831603,1062.5600662232,1287.8000907894,1087.5400695802,1224.080089569,1112.5400810244,1156.980075836,1107.5400772094,1066.3600730896,1137.5600852969,1149.1200790402,1145.6800804138
Lyso_PC(22:2),-0.03930078536445261,7.604586935823466,0.1840928347286095,0.6678792630984672,0.7984701804640892,576.3951 -> 184.1,PC,1875.0601234446,1502.3801040644,1652.2201118476,1439.2200965876,1486.0801086428,1344.1200981141,1365.9800987245,1425.280109405,1422.9001159667,1775.2001228338,1618.7800979606,1656.1601066583,1287.5000839231,1563.1801223755,1814.0201263421,1563.620124816,1523.2601013184,1698.2401123045,1251.6400833125
PC (34:5),-0.03926870928447325,8.022796511781834,0.1855248665983602,0.6666676288003273,0.7984701804640892,752.5 -> 184.1,PC,1862.2401390075,2000.2801589966,1681.7401161185,1766.4601211544,2157.3401489257,2223.7201347351,2448.8602027892,2108.9001579288,2076.9201469404,2092.5601539628,2024.4401626576,2036.9201393132,2429.3201484682,2247.2401504517,1772.3201255791,2571.5801544209,2240.1801528923,2327.1401824939,1316.820083618
PC (40:0),0.03815054084288636,8.403691212407722,0.17620974597739902,0.6746509649991497,0.8020850361656557,846.7 -> 184.1,PC,2949.4802169802,2713.4802093504,2714.2801971435,1973.2001228336,2399.1201820368,2669.46019745,3230.1601982122,3007.3802146915,3061.1402091979,3019.6602058422,2469.1601715093,2554.340198517,2711.580207825,3160.1802215569,3103.100215912,2297.500144959,2616.2001876843,3226.0202255248,1443.9400939939
Lyso_PC(16:1),0.03498518912225489,9.82403864354486,0.15010103772564065,0.6984388217414818,0.8230625057686837,494.3168 -> 184.1,PC,9708.1806869551,8048.4005660928,6668.3204688968,8029.9405441253,7201.6004714995,7605.2006111141,6556.4605178825,7164.5004501356,6488.7204284676,9871.9808158808,7588.340583799,7301.7005081224,7762.1805076568,6888.8604240416,7446.9204978985,8098.7205314604,7298.420589444,6573.9404792794,2524.0202026366
SM (d18:1/14:0),-0.034841275576934144,9.410825150110472,0.14848461754667142,0.6999877385509365,0.8230625057686837,675.5 -> 184.1,PC,5509.1604652408,6019.3004341113,5772.9403915403,4986.3003387448,5054.3003463747,5991.7604293837,5301.6403694145,5082.6403732289,5176.9803886424,5548.0604248033,6499.2005043023,5120.8404083258,6045.0204429628,5232.6603546138,5557.9803504938,6024.0404548645,6155.260478972,6268.800453186,2427.7601699828
Lyso_PC(9:0),0.031144500250376288,7.388555167106668,0.11486490986481979,0.7346720607432277,0.8591247049128454,398.2229 -> 184.1,PC,1429.3001174927,1205.2400817873,1258.980102539,1380.8000946044,1152.6600799561,1236.7000923161,1402.8001022349,1418.4001121521,1196.6600875854,1327.1400947569,1386.1800956726,1321.9600944521,1458.3801040645,1255.4000854493,1194.2000846863,1241.200088501,1399.3601036076,1367.7000999451,1367.9001121521
Lyso_PC(6:0),0.02855319195924393,7.543291068728169,0.09696188787005156,0.7555064060919676,0.8660523815405787,356.176 -> 184.1,PC,1825.5401382447,1440.6201019284,1577.320106506,1341.4800834653,1426.8801193229,1432.5600967407,1214.8000793455,1423.1200904854,1331.4200935361,1518.5401039121,1580.2200965881,1253.0000801087,1718.2401237491,1509.2401046752,1274.8800888062,1420.5201072689,1745.060127258,1316.9000778197,1510.2200965888
PC (36:4),0.028669896724282405,11.71379722025144,0.10135854014220769,0.7502053838347178,0.8660523815405787,782.6 -> 184.1,PC,30463.08232119,27140.301994324,26392.8820037776,30028.8222579963,28585.441871654,27195.581924431,28091.2419204606,26397.8816680877,28929.041999814,32307.2423782567,27600.441619866,28281.501785283,28551.2218017509,25473.6616744909,25989.121795665,28740.721778864,30216.801727279,33009.24247742,4421.960300445
PC (38:6),0.027984621560531494,9.583813251220215,0.09591817231157052,0.7567840904116273,0.8660523815405787,806.6 -> 184.1,PC,6213.3203849804,5977.420413972,5929.0003776544,6618.8204994229,7018.8603935218,6593.6604194642,6393.8603897096,7296.1605758661,5374.6803550736,6333.3804550155,6761.7604408258,6118.5004959118,7152.9205703742,6569.1604232786,5580.8003959653,7075.2204170223,6933.2004928583,6374.6804122951,1498.7001228325
SM (d18:2/22:1),-0.029244307174876562,10.701007266845432,0.10524436294986117,0.7456247158028477,0.8660523815405787,783.6 -> 184.1,PC,15359.6810989374,13190.2809829681,11888.3608017018,14628.3211212127,14480.3411102066,13377.8010635418,13618.9810905417,14097.180961596,11646.7008285581,16606.9410629241,13618.2208023005,14853.6810607822,12868.7008018505,12704.7010192847,12798.260898582,16527.9811096047,16197.3412551974,14612.0608787505,3191.4002113351
PC (38:7),0.027172411544161078,8.627925093720357,0.08966173618212281,0.7646076291932423,0.8703512374859248,804.6 -> 184.1,PC,3241.240192412,2876.4602050776,2821.5802154532,2902.5801963807,3293.6202545168,3239.4602317804,4285.1802978524,3341.7002601616,2930.6602058404,3522.1802711495,3124.7602310188,2914.8201904288,3269.5802268994,3069.6401824954,3167.3002319339,3154.9202308647,3857.4802665704,3681.1602401737,1529.9600982671
PC (44:4),0.026358001469815606,7.230397678797863,0.08192187118147976,0.774709649481232,0.8771844708411833,894.7 -> 184.1,PC,1388.8001022342,1078.380077362,1122.1000785825,1180.4400978089,1154.4000778197,1183.9000854492,1151.3000831603,1154.3800811768,1166.7200737,1197.3800773619,1184.8400764465,1186.6200866703,1154.960094452,1239.6400871277,1155.8200912475,1163.4600753785,1319.6400909422,1249.0600929259,1074.0600814818
Lyso_PC(19:0),0.025692895654671796,7.520095323194585,0.0784986620445931,0.7793423815017482,0.8777856296914427,538.3794 -> 184.1,PC,1462.2600975044,1300.6200904843,1255.0800857543,1423.5200843803,1260.6800918578,1474.7201080322,1364.6000900266,1586.7001075741,1841.1601219182,1321.560100555,1538.1201210024,1456.8601036073,1472.340110778,1722.6801185617,1444.1201019276,1289.4400901797,1484.2001113894,1559.7401123042,1244.8400917054
Lyso_PC(17:1),0.02467709848231048,7.360647058805967,0.07207482906000173,0.7883394444272458,0.8832703722902125,508.3325 -> 184.1,PC,1259.3200988773,1269.1600952146,1366.6001052866,1227.7000923155,1398.6200866704,1121.6600875855,1197.9000778199,1292.4400901789,1370.2800979613,1204.0200805668,1731.2601242057,1051.4400711061,1260.6000900271,1330.9801025382,1274.6001091005,1402.4601097112,1231.0000991816,1344.7600975033,1236.9400978088
Lyso_C17 sphingosine-1-phosphocholine,0.02341436769859178,7.211797633360086,0.06458358470442249,0.7993928051573187,0.8863733694490477,451.3223 -> 184.1,PC,1105.8000755307,1166.9600830078,1125.2400779726,1229.9400863648,1177.3200759893,1104.7200813291,1193.4400825494,1053.0200767517,1186.7600936886,1237.9000816348,1252.9000930788,1167.340084076,1083.0400886535,1161.9400749206,1166.1400909422,1199.7200813292,1081.6800727846,1295.8400878901,1155.9200897217
PCo(44:4),0.023862466996211223,7.266679611484383,0.06720206748741298,0.795454995829901,0.8863733694490477,880.7 -> 184.1,PC,1146.3800849911,1185.3000793456,1102.9400749205,1201.9000854493,1205.3400878904,1376.3800926212,1133.7600784302,1174.4000930784,1242.4400939942,1193.6800727845,1150.0400886536,1145.2600822446,1347.460098267,1225.8400917049,1150.4600830077,1148.100078583,1260.6400756842,1456.1401023867,1181.3400993342
Lyso_PC(17:2),0.016430484513810288,7.198727236872602,0.03178257140622742,0.8585056992008592,0.9469986628090898,506.3168 -> 184.1,PC,1102.8000869749,1181.4200782779,1115.2800865173,1143.020076752,1026.5200653078,1120.3600845339,1104.380077362,1186.2000846861,1204.8000869754,1169.2600784303,1076.9200706483,1247.8000831602,1132.5600814821,1168.6400871279,1171.160087586,1145.2800827026,1174.4800796509,1242.2600898741,1191.9600868227
Lyso_PC(21:0),-0.015768648852280406,7.85294206197204,0.029811187683936424,0.8629193422793108,0.9469986628090898,566.4107 -> 184.1,PC,1985.2801513683,1975.1601371764,1535.5401077275,1762.2401275625,1671.9001388549,1718.8601264955,2147.920139313,1851.3201103202,1649.7201042179,1871.2001495352,1670.2001075744,1878.0201148993,1992.2601432793,1815.9201278689,1835.8601150527,2069.5601501464,2165.7601432799,1947.4601249694,1338.8600997924
PCo(42:4),0.014828729338762683,7.555082795792156,0.026178148146286162,0.8714660101917185,0.9514986029644273,852.7 -> 184.1,PC,1367.6200904841,1563.2001075737,1348.0400962824,1674.9401092531,1273.0000953676,1431.1201019282,1475.1801223751,1606.4201164245,1583.5401153556,1490.0201072689,1952.9601669302,1415.2201004021,1770.8201370253,1512.6801109321,1560.3001136775,1330.4600906375,1420.6201019289,1297.6000862119,1166.5200843811
PC (36:7),-0.014132248473492188,8.162815180570224,0.024086084633204052,0.8766660746888085,0.9523174618446955,776.5 -> 184.1,PC,2415.9601783747,2283.0401763901,1941.6001319881,1959.7401275642,2366.2601814266,2214.7601623536,1972.2801322943,2521.2402114874,2635.3802108767,2383.9601783754,2721.4601898191,2060.9601249688,2424.8601646409,2192.9001655572,2162.600154878,2398.7601509102,2615.7002029418,2522.3801574714,1541.4600982657
PC (42:3),-0.013480995928541465,7.61574941204491,0.021673307263569974,0.8829595037975615,0.9543097667306979,868.7 -> 184.1,PC,1674.3801078787,1604.3001022346,1428.0201148991,1473.5401039124,1401.580108642,1574.8601074215,1570.1401100162,1594.5601119997,1483.8801078794,1982.2801322932,1524.5001144402,1395.6400794981,1719.7201080322,1620.0201263432,1262.2400741577,1789.5201339713,1651.1201171872,1685.220134736,1175.7200889584
C30:0,0.009502016068361197,12.021463933834607,0.01113750178935291,0.9159518044332262,0.9550847123629437,451.4 -> 451.4,FFA,36951.7824592627,32148.3822059639,32662.6423721249,33930.5224647547,33017.2623634283,34182.6224479621,31918.2820739797,34144.1426124522,31999.0424156149,38300.442756652,35279.7825279307,35178.6025352493,32946.5423126218,31744.3421096733,30679.4022903428,34561.6424674987,35742.6825141897,38653.8426132181,18169.7811965941
C32:0,0.00945007514863094,11.664292167786542,0.011010518947715653,0.916430544472874,0.9550847123629437,479.4 -> 479.4,FFA,28284.2021293581,24500.3416976929,24941.021808618,24074.4016418456,26676.9018478393,27452.5618553142,25147.8418388338,24942.6817626929,25413.9818038931,27017.0819778475,30122.4421310396,29745.8423194905,24661.0017204273,25064.6818847643,25120.9618225116,25480.5417861983,25422.7617454482,27392.44199371,18435.8812904344
Lyso_PC(17:0),0.009488317310340522,7.6004439615954595,0.010716130426615678,0.9175512735933372,0.9550847123629437,510.3481 -> 184.1,PC,1469.6400985722,1553.0801162722,1411.2600975041,1599.7201042174,1512.6001129149,1431.5001068118,1498.0801048287,1303.7400856018,1456.5801048277,1239.8400764462,1465.4001007091,1505.4601097103,1519.9001045234,1665.7001152033,1583.8801078799,1663.5601310719,1731.1201477042,1342.0000877377,1821.1601409909
Lyso_PC(19:1),0.009597300146178534,7.2681659533370855,0.010865036015404783,0.916982475590872,0.9550847123629437,536.3638 -> 184.1,PC,1181.3600807191,1222.380088806,1140.0200881961,1141.3800849913,1101.320083618,1132.7000808715,1172.5600814824,1289.7001075749,1205.9200782776,1225.8400840761,1361.1400947577,1049.5600700376,1179.6400794984,1157.8800735477,1193.9000854487,1297.8800926208,1237.4400978083,1313.8000984191,1345.6800880439
PC (34:3),-0.010219567431950774,12.578602971986317,0.012890641556695392,0.909604861722548,0.9550847123629437,756.6 -> 184.1,PC,56517.263885512,48126.3429412846,43996.3633346748,56065.163909902,52131.363967899,53040.603706373,50237.66377259,51333.6638564994,47935.363571174,61266.404510502,54492.664260869,48566.603546146,51121.063713087,46656.403701772,48327.103645325,58407.064819338,57752.324340822,58388.3642654473,3224.5402679439
PC (40:1),0.009264228060449454,7.681228777625359,0.010244266765800703,0.9193806109661982,0.9550847123629437,844.7 -> 184.1,PC,1728.8801078794,1722.1401023865,1442.9000968939,1757.780143739,1225.5200881955,1672.260112763,1611.4801216121,1530.5201072694,1623.4201049807,1413.3801040654,1631.6401252757,1484.7401046758,1854.4201316835,1610.3200950619,1794.1001243594,1464.5800933838,1865.9401550288,1718.5201377859,1537.4201049805
PC (42:8),-0.010626256600637063,7.493289640607094,0.013421782199134036,0.9077695085167271,0.9550847123629437,858.6 -> 184.1,PC,1478.3000946044,1247.2800865174,1562.0201110835,1409.6200981148,1376.6800918576,1558.38010025,1425.0001068115,1219.6600875851,1372.9201049808,1522.6801185611,1604.0001258847,1459.920120239,1413.5601043707,1492.3400993348,1400.6800918576,1670.2401428219,1402.4200935366,1355.0800857539,1135.1600799561
PC (44:6),-0.011661929320777696,7.264152684637815,0.01605411029035686,0.8991740342816762,0.9550847123629437,890.7 -> 184.1,PC,1219.3000869749,1151.9400749203,1221.3000793456,1259.8600959777,1122.6600799558,1228.9800987245,1198.6800918579,1150.1400794982,1142.9800834655,1220.0600891113,1163.2200775143,1342.6201095573,1306.6400947574,1229.5600776675,1193.1400947571,1129.7800750732,1421.0801048277,1258.080085755,1079.8000717161
PC (44:12),-0.008742378196908792,7.266257000394648,0.009021869309457031,0.9243279158730948,0.9555853816272574,878.6 -> 184.1,PC,1277.5600891114,1169.1800804138,1225.5000953679,1142.760066986,1077.0600814818,1371.5400924679,1113.5400733951,1139.6800727843,1186.3000831604,1177.1800842286,1263.8400955201,1191.4400863649,1427.0600891113,1148.8400878906,1270.3800811767,1327.9000778202,1218.0200958247,1222.1000823974,1109.660079956
Lyso_PC(3:1),-0.008116589627469804,7.30935053717724,0.007786549777989649,0.9296847902059326,0.9565026206926421,312.1134 -> 184.1,PC,1163.6200790409,1163.0600852967,1234.7600975034,1259.8200874329,1226.3400955199,1361.8801155089,1173.2000808718,1255.6400909421,1183.5000839237,1286.620094299,1413.5801048278,1261.8400955204,1273.9600830081,1197.9600906368,1316.2400970459,1275.9600944516,1268.1600875854,1286.260093689,1149.7800750733
SM (d18:1/12:0),-0.006613719601060864,7.64109738051049,0.005218416065577713,0.9424120229911278,0.9649577651679491,647.5 -> 184.1,PC,1393.7201042173,1623.0601310734,1331.2800827032,1442.0401000979,1647.1401290898,1552.0401153559,1727.7601280207,1509.6001014711,1777.9601440422,1721.9401283265,1402.5600967403,1589.780117035,1657.0201225281,1725.8401184086,1506.560111999,1782.7201347353,1732.4601211536,1621.3201255808,1274.8200950624
Lyso_PC(22:5),0.004376802842080612,7.549708451861138,0.0022772899768828125,0.9619386298549621,0.9710135225894431,570.3481 -> 184.1,PC,1391.7401084899,1233.9800910949,1328.1400947572,1468.6001014714,1314.7400856022,1474.9000892635,1581.1000976566,1520.700099946,1430.7800941471,1657.660106659,1398.860092163,1544.3601112367,1331.8800849915,1374.3800964355,1442.260116577,1563.6401176448,1333.9600791928,1658.4001197815,1769.9401206975
PC (42:7),0.004748594613200315,7.670070404987864,0.0026926667003577265,0.958615616061963,0.9710135225894431,860.6 -> 184.1,PC,1618.7401313791,1740.1201362606,1416.0401039115,1547.6400947563,1558.1401100155001,1575.500118255,1652.5601196294,1679.9801368709,1665.600120546,1567.5201187134,1651.8801078799,1793.6401290903,1525.5601158147,1441.120098114,1627.9601135258,1676.5001258852,1989.6801338202,1809.7201385489,1176.7801017763
PC (44:8),-0.004719344981836756,7.234839734585613,0.0026258830701193503,0.9591315921715216,0.9710135225894431,886.6 -> 184.1,PC,1178.2000770569,1132.6000785828,1135.4600753785,1103.4800910947,1189.0400810242,1185.600086212,1199.6000938415,1211.4000778202,1096.380077362,1236.8200798031,1114.7800712585,1246.4400787356,1165.3200836181,1247.4200859068,1208.8000793458,1173.6600723265,1288.7200851435,1256.5800933834,1149.6200828552
Lyso_PC(20:2),0.002478171475364929,7.953259301839876,7.379767634745349e-4,0.9783275509158508,0.9829206380093525,548.3638 -> 184.1,PC,1652.620128632,1785.6001243589,1950.2801284799,2283.7201805111,2129.7601585399,2313.5401306147,1917.260143281,2042.0401496878,1670.3401145931,2478.4201927186,2152.960166931,1768.0001220697,2318.52017212,1851.7201347353,1765.740135192,2016.4401435854,1993.060134887,2224.5401573191,1244.6000823971
PC (44:5),-9.21850945893485e-4,7.333999156601341,1.0049124716893232e-4,0.9920017144348572,0.9920017144348572,892.7 -> 184.1,PC,1099.1200752258,1187.2400703432,1327.6800842284,1179.7000885005,1343.300102234,1270.8000984191,1201.6800842288,1318.9600906368,1246.540100098,1355.7401008608,1227.1600723274,1152.8200759888,1326.3800888067,1384.4600944518,1397.2600975039,1287.7200889593,1365.4000892639,1192.2400856021,1237.7800827023
